beta0,beta1,beta2,beta3,sigma,chain
20.450998,11.078868,-21.227985,7.8710504,131.76576,chain_1
11.952265,28.955711,-21.258938,-5.9437656,149.10292,chain_1
14.363054,17.315374,-22.294273,5.1954613,155.33176,chain_1
15.091635,26.579737,-24.131348,-1.9760606,111.879616,chain_1
14.901046,22.042528,-16.29157,-6.4079633,169.60658,chain_1
13.390115,13.671422,-8.630523,-4.139831,133.4964,chain_1
21.229055,5.6215367,3.2522655,-11.810304,85.016785,chain_1
15.960419,24.724852,-20.226086,-4.369039,126.66207,chain_1
18.658997,7.7120886,-1.1822302,-7.7399645,86.16537,chain_1
18.096289,46.707573,-30.800533,-17.243103,107.79328,chain_1
17.29256,34.427235,-26.010742,-6.557713,96.839714,chain_1
15.957783,-18.17181,27.787209,-12.482887,156.81213,chain_1
16.641306,-18.766397,38.892952,-22.321772,209.6368,chain_1
21.764309,3.3114305,15.92449,-16.538052,83.60586,chain_1
15.287064,-15.343858,26.878647,-12.886985,114.326675,chain_1
17.899973,2.126851,45.936577,-44.846195,203.50246,chain_1
16.404984,13.945511,29.085613,-43.28092,228.63612,chain_1
16.163557,11.400117,39.468483,-52.23375,218.81226,chain_1
20.091574,2.9824467,-18.99881,17.63818,117.61802,chain_1
17.22077,17.323782,-1.2157736,-14.576893,127.85025,chain_1
14.225048,17.358183,-17.308723,-1.7045336,147.7466,chain_1
18.6471,-7.129345,33.398792,-25.059656,160.97234,chain_1
19.045265,-9.9162035,32.232582,-23.703093,166.65993,chain_1
16.737972,-27.422995,54.209267,-28.819002,213.1118,chain_1
17.56424,-35.744884,59.212776,-30.44111,251.9489,chain_1
14.781838,-0.7640488,18.057152,-20.941517,210.86642,chain_1
18.144304,-3.1500478,28.100819,-21.952282,220.06454,chain_1
18.277422,38.030113,-38.145412,2.2526484,91.73738,chain_1
18.3649,35.094563,-40.548103,5.090353,100.2236,chain_1
18.707325,13.161765,-1.0272105,-12.404171,96.01571,chain_1
17.224747,-1.6396346,25.739529,-25.187971,134.88728,chain_1
15.521089,0.3558295,6.2349815,-7.431368,91.107414,chain_1
16.988464,11.98379,-14.091194,2.5754921,56.038162,chain_1
17.315378,1.5347567,12.301424,-14.054036,58.93227,chain_1
16.189423,9.563733,-5.949194,-3.6308322,136.07765,chain_1
18.07466,-18.087929,20.975811,-2.2733817,151.56538,chain_1
17.699583,-4.226678,17.935207,-13.047697,100.77677,chain_1
17.602526,54.32647,-50.096935,-1.5559626,125.81081,chain_1
14.880053,52.0385,-59.924362,5.0696573,160.26627,chain_1
15.550043,-9.520814,49.812115,-38.10057,114.602036,chain_1
16.255783,-7.9902306,45.939632,-37.852745,127.57992,chain_1
15.924993,4.4436426,25.753944,-30.012983,126.93173,chain_1
19.185497,7.202041,-9.340871,5.786501,110.37379,chain_1
19.093441,7.960129,-10.814027,2.1178048,108.592674,chain_1
16.524263,-0.3949872,38.537857,-39.69533,119.888535,chain_1
18.65818,-2.6131482,-0.2904811,4.038335,79.97067,chain_1
17.106989,6.4651937,15.735123,-21.101429,129.74724,chain_1
19.368885,12.254056,19.629612,-30.518328,151.20834,chain_1
18.841705,40.669994,-28.226763,-12.2239895,131.42778,chain_1
18.088013,32.115902,-18.526903,-12.7233515,124.958,chain_1
19.613955,34.036377,-21.101095,-14.14843,131.13126,chain_1
18.67021,38.82873,-40.923573,0.7443665,202.23543,chain_1
16.84774,-2.5933475,2.6236916,-3.7554183,92.59569,chain_1
19.568716,31.366282,-27.06963,-8.84675,207.32846,chain_1
19.43082,32.103615,-21.62991,-8.970669,205.27574,chain_1
22.117981,-8.335462,2.2371671,9.433382,139.32271,chain_1
13.791873,-0.33257043,4.932362,-4.573696,152.29651,chain_1
15.783838,-1.4201072,9.244434,-6.2394075,142.7225,chain_1
19.094553,6.8415756,2.6932974,-11.686278,124.26932,chain_1
18.563671,-0.24232888,3.868353,-4.3885326,122.34287,chain_1
17.674665,-1.7698082,13.029871,-10.402929,111.01754,chain_1
20.123758,4.860654,18.191786,-21.00774,82.68901,chain_1
20.986097,7.042364,15.352056,-19.382296,86.256294,chain_1
16.686546,24.014973,0.45743042,-25.593384,86.3211,chain_1
19.201971,2.7462249,-4.0349946,4.8013487,94.98061,chain_1
15.723891,22.872469,-12.573333,-14.513994,122.44454,chain_1
19.5866,-8.018004,13.921736,-6.994027,120.582375,chain_1
19.417074,10.060572,0.6806921,-12.835981,99.081856,chain_1
19.555174,4.7557635,9.265943,-13.028879,138.1361,chain_1
18.779448,-8.699994,0.77941495,8.709137,127.78181,chain_1
16.44475,-4.6872325,0.2610443,2.1235776,125.5976,chain_1
14.502476,19.285055,-5.553973,-16.189215,100.44344,chain_1
15.406957,20.316004,-24.747265,3.4057117,83.277565,chain_1
17.14643,23.865604,-33.879948,8.238523,67.724464,chain_1
17.780247,-12.290933,32.015415,-18.584778,173.04927,chain_1
17.841835,-25.06408,20.598543,1.7158512,141.31078,chain_1
17.930325,-25.286245,22.254883,2.6029499,142.59795,chain_1
19.456736,12.734709,-11.802196,-0.81210315,111.73007,chain_1
17.302341,3.2031212,12.826218,-14.945352,125.21955,chain_1
17.252722,5.018337,14.838512,-14.0694475,128.02893,chain_1
17.387226,4.9530315,7.4971867,-16.909819,122.53274,chain_1
19.490744,4.375368,16.567923,-23.57963,115.07131,chain_1
14.832814,13.857127,-8.434549,-2.6218624,111.62873,chain_1
14.639995,13.311074,-9.93176,-2.223221,109.86576,chain_1
15.58934,9.662744,15.910223,-27.374249,105.112045,chain_1
15.737206,12.109217,17.132353,-30.126385,106.63163,chain_1
16.053022,24.502756,5.7889614,-31.435013,88.45575,chain_1
15.515008,-5.161237,20.666138,-14.486874,133.42734,chain_1
19.954456,33.562447,-11.737057,-20.529503,127.70347,chain_1
17.618921,11.474598,-0.51691127,-9.91505,77.885284,chain_1
16.814005,8.194063,-21.48733,14.514287,159.53476,chain_1
20.747213,23.77907,-16.840645,-6.415696,85.44249,chain_1
17.122404,20.56601,-28.14198,8.148156,73.96438,chain_1
17.167591,14.804946,1.3115582,-15.928374,55.96385,chain_1
18.459196,21.38547,3.028649,-23.184513,80.846466,chain_1
17.301506,2.2912483,16.524189,-20.563711,66.39438,chain_1
16.827002,18.264318,-16.680233,2.363481,206.00302,chain_1
16.618483,12.267682,1.3074001,-10.897863,84.861824,chain_1
16.291685,10.039348,-5.639739,-3.3530893,98.31149,chain_1
16.06897,7.211372,-15.448187,4.316088,132.88315,chain_1
19.08016,-8.475619,14.576834,-10.140606,77.5211,chain_1
16.135342,30.651382,-22.19011,-7.595142,109.11625,chain_1
16.251534,20.373562,-26.286121,5.9054513,82.34751,chain_1
18.054544,5.5554643,14.411663,-19.656551,62.6196,chain_1
17.110106,15.494293,-20.271734,6.0077085,69.770386,chain_1
16.219816,-4.1116037,18.667656,-12.900202,168.81657,chain_1
16.189838,-0.39770547,-17.364532,12.45659,137.60608,chain_1
18.611097,-9.357682,37.574303,-23.892492,115.4691,chain_1
15.312689,17.091606,22.39267,-35.33439,155.91815,chain_1
17.299452,-6.179916,26.594986,-24.053934,231.13826,chain_1
15.349835,29.257753,-2.2768483,-31.162651,182.05789,chain_1
19.495476,-18.051916,13.197948,1.2776948,81.08951,chain_1
17.781235,-7.593992,0.41053104,6.0342865,80.163284,chain_1
14.934005,15.428262,-8.123676,-7.484589,142.42012,chain_1
15.382503,2.649295,8.225374,-8.994949,119.93725,chain_1
12.850534,17.911064,0.6071171,-16.78877,121.01144,chain_1
18.6879,17.157635,-19.412075,4.2603264,128.64572,chain_1
18.987057,11.700169,-4.5183744,-8.340712,129.06686,chain_1
15.373334,26.952442,-27.344906,-1.6725384,99.89444,chain_1
22.182568,30.912714,-6.024567,-22.45198,183.50084,chain_1
19.49324,26.532568,-15.072893,-11.66804,154.80566,chain_1
20.592567,17.65216,-8.775346,-7.4717703,71.19196,chain_1
22.338684,17.932407,-12.905866,-2.333396,65.38426,chain_1
22.262115,18.05284,-14.17559,-4.3620715,69.23579,chain_1
17.475752,19.149199,-18.346682,-3.997458,227.27849,chain_1
17.631382,19.421997,-17.900604,-2.1407762,219.39702,chain_1
18.325384,10.224567,-4.716096,-5.620059,174.59174,chain_1
18.168655,2.2187772,-0.71534705,-5.1091094,70.035614,chain_1
14.59327,5.257125,-17.624367,14.892366,98.26908,chain_1
14.047346,3.6251597,-21.706543,17.19418,95.969795,chain_1
17.565865,4.9430885,-26.970034,20.970171,123.47322,chain_1
17.380573,-12.1666565,-12.444511,23.378763,119.237625,chain_1
22.578547,2.9816473,-9.176677,5.4669147,135.92253,chain_1
14.930765,10.829695,18.70825,-28.162275,104.35694,chain_1
19.799692,-32.499374,38.155563,-5.3030763,156.79164,chain_1
14.338946,13.522826,-6.4283905,-5.8146963,172.36903,chain_1
19.165506,24.662838,-3.579267,-22.473091,99.09173,chain_1
13.694144,1.9874244,-33.19882,33.008114,190.57753,chain_1
17.680042,2.2539358,-24.53828,18.26495,169.38528,chain_1
19.385843,11.071221,15.825607,-30.393747,140.6179,chain_1
16.16409,-9.953063,31.690807,-24.763565,103.81862,chain_1
19.137537,31.38621,-39.148083,9.858478,114.0075,chain_1
16.496403,-1.783082,1.3555067,1.8627541,103.72055,chain_1
18.03661,-0.70959246,2.4633665,1.2103924,111.97622,chain_1
15.066003,-5.9845977,2.0564544,7.0147123,130.91072,chain_1
21.117203,2.912325,-13.539322,8.80701,238.90913,chain_1
17.479362,5.165023,-15.787431,7.877855,123.16233,chain_1
19.329712,-1.6064377,-0.17898124,1.017513,110.6924,chain_1
21.31501,0.69187623,10.223302,-10.956487,124.68028,chain_1
14.183076,1.2290554,16.65865,-19.547735,100.0874,chain_1
18.693783,-23.421556,24.988787,-3.1703146,98.3454,chain_1
20.649757,-17.532928,35.141315,-16.862143,94.94022,chain_1
20.418964,-16.808453,34.298843,-16.32267,93.96367,chain_1
15.6135435,36.48054,-26.76757,-11.0827265,125.272224,chain_1
19.138294,18.540316,-16.982275,0.17548269,122.07685,chain_1
18.209646,25.791782,-28.131,3.539812,109.269745,chain_1
16.952389,10.403515,-5.187914,-4.8125696,102.18928,chain_1
17.798658,18.678877,-10.847739,-10.05046,78.01463,chain_1
16.775133,4.1519446,0.76169646,-2.5662222,110.118195,chain_1
17.207588,2.4987502,-3.1419368,-3.5464754,114.60406,chain_1
17.584051,4.8802557,0.095605135,0.1353842,118.6707,chain_1
17.719097,2.7239816,-3.6593907,-1.5445454,118.02196,chain_1
17.85186,7.350838,-5.497039,-5.4934444,120.48972,chain_1
17.88277,31.905088,-27.258347,-7.5019145,115.18023,chain_1
17.639992,7.4620476,2.523857,-13.019578,104.520485,chain_1
17.862967,6.0700984,7.847483,-15.436676,99.778854,chain_1
18.50889,23.43764,-11.670051,-8.532847,100.40303,chain_1
20.034214,15.5719385,-7.255744,-6.2182207,226.90263,chain_1
15.464476,11.353785,-1.9123989,-10.188693,51.690235,chain_1
20.541132,0.11632945,12.097231,-11.33918,181.8266,chain_1
16.194946,3.7464213,21.11568,-24.447298,148.76906,chain_1
14.330041,13.999905,0.606503,-16.46927,191.66924,chain_1
20.331043,4.6080093,14.356436,-22.403517,171.19426,chain_1
17.76581,-34.040676,31.844809,1.0349782,134.32002,chain_1
16.45641,-31.078663,29.221188,4.161682,146.48091,chain_1
18.632124,35.995274,-31.765999,-1.4626198,136.3548,chain_1
15.589409,25.050648,-33.607018,11.541956,140.72879,chain_1
18.477308,29.988924,-20.775211,-10.41718,81.930115,chain_1
18.392399,31.215588,-21.651957,-9.576873,82.66205,chain_1
17.081207,25.464478,-45.393192,24.623384,268.98547,chain_1
15.238825,24.617281,-46.137608,17.70769,290.81244,chain_1
19.122677,3.8566053,15.624266,-21.228064,74.25794,chain_1
18.199835,-1.3129767,-9.603583,11.568978,81.43266,chain_1
17.614706,0.70870686,-2.9047904,0.5598891,84.57513,chain_1
17.422468,16.98526,-14.037128,1.1820182,98.109,chain_1
14.566303,-3.9362473,13.521259,-12.738995,164.46172,chain_1
12.602371,-2.9632277,14.450758,-9.327656,165.53021,chain_1
13.847566,-13.893611,12.655342,4.640527,289.07867,chain_1
10.487688,-0.93457294,8.32584,-8.480366,222.83492,chain_1
17.72084,7.6032743,9.66997,-22.823448,177.18631,chain_1
17.752008,8.714011,11.744011,-19.310738,177.25534,chain_1
19.052002,12.249875,11.487603,-20.243422,89.34161,chain_1
16.017029,3.5136104,-6.329939,2.5636456,111.427124,chain_1
14.116017,8.0874,-14.411458,7.56428,128.77922,chain_1
19.175858,12.71825,3.4669864,-17.37552,103.0134,chain_1
16.316988,2.460301,5.3502226,-5.915518,70.265686,chain_1
15.908093,14.281768,-3.3812149,-8.628703,95.2845,chain_1
15.972087,10.380105,-4.8434505,-10.4048195,91.51526,chain_1
16.293177,12.797015,-0.97686625,-7.473097,85.23923,chain_1
17.607288,9.543599,-7.7115917,-2.4840648,76.86968,chain_1
19.980965,4.6012754,0.89376736,-6.371725,170.95508,chain_1
19.054852,20.373499,-23.745516,2.2403593,108.24201,chain_1
15.63716,24.354637,-0.3312888,-22.466154,108.380424,chain_1
18.656914,-0.19217074,22.24683,-21.343836,223.1585,chain_1
21.653908,-8.56742,-6.8482947,16.177475,97.017105,chain_1
13.209373,26.3047,4.375379,-28.587358,209.04117,chain_1
21.265955,-0.93732566,15.800946,-8.293467,163.8582,chain_1
16.411625,11.003005,17.856548,-25.148363,72.18664,chain_1
19.740158,-6.008411,25.290535,-23.485762,107.855446,chain_1
18.577877,2.6683874,22.831087,-23.133802,143.95132,chain_1
16.741386,1.976982,11.7396345,-10.404089,175.84088,chain_1
16.2266,-0.07331699,-4.5867085,1.6396586,173.48038,chain_1
22.028042,-16.890907,11.8137455,3.521012,222.27734,chain_1
20.524715,-0.6942935,-5.1193757,6.7341514,150.51208,chain_1
15.987256,22.631935,-4.3550644,-17.81306,90.98251,chain_1
13.401114,16.474037,3.8388898,-21.004631,71.88399,chain_1
14.720559,7.058183,9.670206,-16.419245,73.329315,chain_1
17.08997,17.28704,-0.81423116,-16.211996,69.85215,chain_1
17.356775,23.417482,0.61226463,-21.632587,59.555084,chain_1
19.40998,27.146275,-8.539322,-17.335564,78.03383,chain_1
15.79376,-8.856086,12.135655,-3.5901036,75.2634,chain_1
16.432013,12.832353,2.7515426,-14.68447,132.80878,chain_1
14.56781,-12.234152,4.821844,8.0780945,109.81448,chain_1
17.440514,5.159315,-10.761195,2.9349775,136.53099,chain_1
16.514767,2.1996915,-10.735372,10.997293,143.79059,chain_1
16.504921,1.865642,-10.737461,9.748277,142.97058,chain_1
19.48008,8.8674755,-11.979638,4.2299366,191.42519,chain_1
18.077803,4.393439,7.9896297,-13.412627,108.19067,chain_1
20.137314,10.70401,10.831955,-18.454433,90.819275,chain_1
16.793274,0.65865064,10.21064,-13.281412,112.72688,chain_1
18.062927,4.9038687,8.437124,-10.351845,118.57991,chain_1
17.216541,12.155382,-29.532784,12.807833,134.65997,chain_1
17.592966,30.824078,-9.654421,-19.844633,126.9022,chain_1
16.674387,8.585287,26.244986,-36.17202,216.6256,chain_1
18.11645,7.269502,-17.475891,9.577245,64.103905,chain_1
18.653328,-0.057097793,16.347843,-14.610292,78.03934,chain_1
13.966518,24.637108,-18.325968,-3.5226257,95.88252,chain_1
17.942135,-56.41541,25.009834,28.4245,163.10384,chain_1
18.364372,-42.897736,28.68128,15.6876745,168.33829,chain_1
18.76704,14.18881,-33.735897,18.691593,263.1626,chain_1
16.357552,22.333952,-35.721012,12.073967,147.93166,chain_1
17.801456,24.661594,-46.203762,17.21173,168.00061,chain_1
16.478075,25.191916,-57.739635,28.920086,154.22345,chain_1
14.695217,32.44681,-56.08685,22.769564,260.69104,chain_1
17.402578,7.763648,-12.089833,3.8909469,162.14824,chain_1
14.437935,21.084476,-8.121061,-8.424692,163.81343,chain_1
15.675016,13.597907,-10.343495,-10.185169,164.16008,chain_1
16.098705,18.716257,-20.759054,-3.4362307,173.55269,chain_1
16.885874,6.933557,-7.2415957,5.143721,91.82632,chain_1
13.970592,9.524795,-8.2130375,-2.1046374,193.02519,chain_1
21.073315,9.426451,-3.2396238,-9.281567,85.86444,chain_1
20.962893,5.7765965,-3.3656197,-6.146239,76.278206,chain_1
19.253702,-10.60377,23.85944,-11.039422,69.47545,chain_1
19.45896,3.1193857,14.135246,-19.216745,134.98212,chain_1
19.922693,2.6505997,15.391548,-20.081404,132.64125,chain_1
15.503292,12.622528,-8.581312,-1.5208507,93.71997,chain_1
21.941528,42.19207,-8.447983,-30.963287,187.23253,chain_1
20.680279,26.902792,-14.026432,-11.650142,230.75569,chain_1
16.811438,27.780214,4.894224,-32.618053,171.55496,chain_1
18.03406,25.658566,2.0415008,-30.380241,173.35329,chain_1
22.694027,4.998214,-9.988332,2.665297,154.44806,chain_1
21.560225,13.49222,-9.4765835,-1.8379855,166.67876,chain_1
21.488651,3.4631522,-8.546038,7.748065,132.00908,chain_1
18.93648,9.469527,-21.840565,12.278633,85.29709,chain_1
15.455748,23.11309,-22.843437,-0.04160905,96.21448,chain_1
18.000643,12.464902,12.134437,-24.784723,96.59293,chain_1
17.067411,22.03573,-6.494975,-15.938548,97.568855,chain_1
17.812613,11.760603,7.4778934,-20.819395,85.8213,chain_1
16.656807,17.72452,-3.7670546,-13.927939,72.44674,chain_1
19.629288,21.849476,0.5670403,-22.916977,144.45494,chain_1
19.310589,24.92549,5.6527576,-28.633724,105.185905,chain_1
18.90898,19.116339,2.489611,-27.125446,106.10495,chain_1
15.4126215,0.45332563,-19.099312,14.17352,171.19565,chain_1
15.39468,0.06142783,-19.061016,13.768981,171.7654,chain_1
15.512271,17.466503,-37.808823,17.804462,155.05234,chain_1
11.854151,17.909897,-26.28079,8.628605,106.15703,chain_1
20.231657,39.81224,-40.431293,-0.20731163,146.2501,chain_1
19.024872,50.769382,-52.555683,3.182612,122.8848,chain_1
12.2654915,24.332863,-18.23347,-6.846056,119.4512,chain_1
22.620617,-4.5531287,11.813089,-6.859666,99.61917,chain_1
21.746431,-4.0017943,11.382148,-7.4957476,108.92905,chain_1
17.199652,-2.8642676,13.181739,-12.261982,88.21044,chain_1
19.511486,17.474157,-16.739105,0.58320963,88.655106,chain_1
16.025288,8.952176,-9.240169,0.7029985,110.11153,chain_1
19.756458,9.65638,-0.9554428,-6.6395884,92.248505,chain_1
16.318398,13.59704,-13.551827,0.89631903,76.262024,chain_1
17.41264,20.500072,-6.4466524,-18.06857,105.52747,chain_1
16.744314,10.003728,-17.201464,7.5549545,178.11914,chain_1
17.889904,21.607094,8.608341,-29.19443,91.174995,chain_1
17.17752,6.450453,-37.097717,26.35023,196.96936,chain_1
16.046913,-13.069643,-4.4168544,22.330257,177.38623,chain_1
18.6151,44.914547,-20.110004,-21.080883,114.58553,chain_1
23.620388,-2.284577,-1.9251077,0.42866683,251.13005,chain_1
28.773916,-10.67034,9.633332,8.707714,216.6195,chain_1
28.956415,-9.761273,8.695696,6.104184,221.73491,chain_1
17.476772,50.325382,-32.644135,-23.906733,258.61435,chain_1
18.743065,2.9756968,-27.010777,22.033403,107.31402,chain_1
19.813435,30.25999,-23.13898,-9.281259,123.90235,chain_1
12.44362,-2.3107333,-4.2361956,9.152754,104.452225,chain_1
20.18232,9.281155,-14.676104,9.228594,268.84494,chain_1
14.871436,11.187224,-27.542425,14.45173,238.91516,chain_1
11.867654,16.930197,-56.970707,34.492302,267.7598,chain_1
13.856102,5.7806544,-27.506683,22.247528,202.22404,chain_1
11.3020935,-5.929745,5.1897073,-0.33083606,234.71245,chain_1
18.771807,-2.562223,5.2335315,-2.3277273,62.923195,chain_1
17.865622,1.8147643,-3.505897,1.0485361,87.59007,chain_1
17.127457,2.6750674,11.242716,-13.333578,123.806854,chain_1
20.26243,-7.7910385,-1.8214866,9.704829,138.01067,chain_1
18.087887,18.877121,-13.466249,-5.2682247,158.47058,chain_1
17.553873,22.452938,-6.6438084,-16.878744,125.27575,chain_1
17.330202,26.457644,-7.696808,-20.234896,131.91463,chain_1
17.784327,-9.3665495,6.949369,4.1890345,89.46132,chain_1
15.9437,41.51963,-25.034502,-17.953938,112.46649,chain_1
20.044842,30.264143,-39.309944,11.374397,145.89848,chain_1
18.704708,41.19917,-58.482914,15.110037,189.7664,chain_1
22.039114,13.246315,-27.188225,14.3502655,197.65448,chain_1
22.519476,19.205618,-15.537198,-3.6978526,167.49222,chain_1
17.654823,0.46287125,5.6410065,-6.039688,99.67333,chain_1
15.041434,-2.9439425,14.039885,-11.34751,95.510895,chain_1
18.079203,-13.337342,19.699566,-6.49048,106.92613,chain_1
17.620705,33.49991,-26.182804,-8.620502,110.19878,chain_1
15.572642,25.401293,4.0557585,-33.322563,156.56236,chain_1
17.238083,1.1676209,-8.890689,9.291743,199.51099,chain_1
16.69663,18.204561,-5.773149,-13.569889,163.69179,chain_1
17.067678,14.609179,7.3375087,-23.186085,71.95343,chain_1
18.930178,10.60626,-9.432844,0.31682277,181.54253,chain_1
20.629389,6.2584276,-9.521521,4.7180057,98.32608,chain_1
15.833977,14.864554,10.323543,-21.67723,96.79913,chain_1
16.222635,20.197872,10.0512,-30.25859,97.39255,chain_1
17.056046,-19.414068,31.876823,-11.43807,164.48305,chain_1
16.027275,-6.7508163,25.135061,-19.45882,123.56805,chain_1
18.369175,-17.717846,19.531473,-3.962591,155.48663,chain_1
20.733881,7.470755,15.6325,-25.43175,142.68623,chain_1
17.649446,-6.25117,9.73063,-4.1990914,130.3199,chain_1
17.576675,18.92165,-15.807104,-2.1877851,115.604126,chain_1
17.976017,14.569343,-17.656717,-1.0069172,85.021324,chain_1
16.233707,7.4904094,-9.0500555,-1.7606283,61.09043,chain_1
18.577616,12.694955,0.71059155,-15.25448,69.83383,chain_1
18.418898,35.32225,-62.004623,29.07408,258.90787,chain_1
