alpha,beta,chain
-0.18947108,-0.041546058,chain_3
-0.1972022,-0.032070607,chain_3
-0.19685422,-0.03210466,chain_3
-0.17170782,-0.037232034,chain_3
-0.18388067,-0.036395006,chain_3
-0.18218923,-0.03786135,chain_3
-0.18777211,-0.032384023,chain_3
-0.19746886,-0.032498457,chain_3
-0.21027754,-0.030070731,chain_3
-0.18192326,-0.033234403,chain_3
-0.20529816,-0.029048715,chain_3
-0.21194223,-0.033176046,chain_3
-0.20572813,-0.028337538,chain_3
-0.18289764,-0.04210964,chain_3
-0.18683153,-0.03386258,chain_3
-0.18845063,-0.028838664,chain_3
-0.20277189,-0.0345121,chain_3
-0.19214286,-0.034332924,chain_3
-0.20743135,-0.028868733,chain_3
-0.1742924,-0.04078423,chain_3
-0.20793772,-0.031665005,chain_3
-0.20828384,-0.030582128,chain_3
-0.19927707,-0.035368487,chain_3
-0.1870886,-0.030791223,chain_3
-0.19470756,-0.03508182,chain_3
-0.1880045,-0.04258043,chain_3
-0.18389638,-0.028386373,chain_3
-0.19802599,-0.038027585,chain_3
-0.18506406,-0.024447855,chain_3
-0.19392453,-0.041398715,chain_3
-0.19260263,-0.04096726,chain_3
-0.17732438,-0.038245972,chain_3
-0.1829478,-0.035915777,chain_3
-0.19370507,-0.033228803,chain_3
-0.17741314,-0.03706589,chain_3
-0.18722041,-0.031935383,chain_3
-0.18855642,-0.027554221,chain_3
-0.1906934,-0.0455643,chain_3
-0.1939002,-0.0469742,chain_3
-0.2112713,-0.037888553,chain_3
-0.21584874,-0.031563476,chain_3
-0.21550083,-0.03282895,chain_3
-0.19346131,-0.032913018,chain_3
-0.18459047,-0.037415907,chain_3
-0.2072011,-0.029704012,chain_3
-0.19433871,-0.024696272,chain_3
-0.1853467,-0.054588262,chain_3
-0.18684179,-0.022532666,chain_3
-0.1980594,-0.031707287,chain_3
-0.18419452,-0.032038227,chain_3
-0.18308736,-0.026384013,chain_3
-0.1957824,-0.040415216,chain_3
-0.19591261,-0.034716703,chain_3
-0.19591261,-0.034716703,chain_3
-0.20282534,-0.04048553,chain_3
-0.18258041,-0.0386599,chain_3
-0.20118535,-0.03470947,chain_3
-0.20534544,-0.034859177,chain_3
-0.19019,-0.036011882,chain_3
-0.18486193,-0.03742941,chain_3
-0.18558846,-0.03126734,chain_3
-0.20375605,-0.037491165,chain_3
-0.21202372,-0.03595042,chain_3
-0.2101436,-0.044290017,chain_3
-0.20105259,-0.04519182,chain_3
-0.16721301,-0.03373624,chain_3
-0.16480526,-0.03439395,chain_3
-0.1764232,-0.04833432,chain_3
-0.1599806,-0.04006401,chain_3
-0.15911682,-0.040518332,chain_3
-0.22541082,-0.032926854,chain_3
-0.2044374,-0.02570028,chain_3
-0.2044374,-0.02570028,chain_3
-0.21020381,-0.023011232,chain_3
-0.19093817,-0.04060352,chain_3
-0.19093817,-0.04060352,chain_3
-0.19426976,-0.04874756,chain_3
-0.17824838,-0.03632858,chain_3
-0.20685814,-0.035962332,chain_3
-0.203803,-0.03411159,chain_3
-0.2048009,-0.032034874,chain_3
-0.1852051,-0.031422816,chain_3
-0.18525635,-0.03584414,chain_3
-0.18690358,-0.035486408,chain_3
-0.18690358,-0.035486408,chain_3
-0.18719651,-0.038860504,chain_3
-0.20268539,-0.043020744,chain_3
-0.20329551,-0.022868805,chain_3
-0.20456073,-0.027947292,chain_3
-0.1739619,-0.037735727,chain_3
-0.20507863,-0.034664802,chain_3
-0.19163367,-0.037501555,chain_3
-0.19853282,-0.036575004,chain_3
-0.17743492,-0.029952085,chain_3
-0.18266915,-0.04139792,chain_3
-0.17801638,-0.038847845,chain_3
-0.16742058,-0.041008,chain_3
-0.1979663,-0.046119746,chain_3
-0.18411116,-0.036411587,chain_3
-0.19520435,-0.030237371,chain_3
-0.19567528,-0.03901624,chain_3
-0.21270044,-0.034969732,chain_3
-0.21941598,-0.032706607,chain_3
-0.21941598,-0.032706607,chain_3
-0.21562026,-0.02795749,chain_3
-0.20251293,-0.033647723,chain_3
-0.200108,-0.034285083,chain_3
-0.20580809,-0.03391737,chain_3
-0.20398699,-0.03387853,chain_3
-0.19641663,-0.0318478,chain_3
-0.19687812,-0.031553656,chain_3
-0.19278434,-0.034281094,chain_3
-0.21274088,-0.032721367,chain_3
-0.2056368,-0.035091378,chain_3
-0.19485304,-0.03753519,chain_3
-0.19485304,-0.03753519,chain_3
-0.18815683,-0.039270807,chain_3
-0.18761726,-0.038562156,chain_3
-0.18674265,-0.035236713,chain_3
-0.20171812,-0.039904855,chain_3
-0.18137573,-0.034885023,chain_3
-0.18419775,-0.03208324,chain_3
-0.18999627,-0.044927828,chain_3
-0.20240737,-0.04134535,chain_3
-0.2052049,-0.034673467,chain_3
-0.18961942,-0.047733303,chain_3
-0.19229479,-0.04005662,chain_3
-0.20692618,-0.035284467,chain_3
-0.21226689,-0.029685412,chain_3
-0.21206966,-0.026566423,chain_3
-0.20159781,-0.03452018,chain_3
-0.19850238,-0.029273795,chain_3
-0.19278342,-0.026671318,chain_3
-0.18222359,-0.042355224,chain_3
-0.19744274,-0.02652679,chain_3
-0.17296848,-0.037837446,chain_3
-0.18941185,-0.044119082,chain_3
-0.19378138,-0.028876763,chain_3
-0.17948797,-0.04590892,chain_3
-0.17564905,-0.021096822,chain_3
-0.19464734,-0.027478065,chain_3
-0.19132252,-0.04351388,chain_3
-0.20332384,-0.035408415,chain_3
-0.17817977,-0.036138706,chain_3
-0.1619825,-0.04155048,chain_3
-0.17118382,-0.050577305,chain_3
-0.19241823,-0.044933632,chain_3
-0.19916566,-0.028486352,chain_3
-0.18379466,-0.042188227,chain_3
-0.19873846,-0.02961934,chain_3
-0.19818372,-0.031833366,chain_3
-0.20991991,-0.028488379,chain_3
-0.20840403,-0.037480094,chain_3
-0.18719667,-0.04015918,chain_3
-0.1964504,-0.03058776,chain_3
-0.20794907,-0.038314126,chain_3
-0.2112214,-0.0331947,chain_3
-0.1866957,-0.029174615,chain_3
-0.20010383,-0.03159749,chain_3
-0.21123521,-0.038289465,chain_3
-0.19018874,-0.027068146,chain_3
-0.2015075,-0.042551287,chain_3
-0.18412411,-0.033522606,chain_3
-0.17670618,-0.03851928,chain_3
-0.18543334,-0.041537672,chain_3
-0.18562493,-0.041154083,chain_3
-0.17848952,-0.046977624,chain_3
-0.17937806,-0.03921172,chain_3
-0.18374798,-0.041808847,chain_3
-0.19079898,-0.033967003,chain_3
-0.19713698,-0.031794302,chain_3
-0.19833906,-0.031230351,chain_3
-0.20218296,-0.037010282,chain_3
-0.19047497,-0.025952376,chain_3
-0.19047497,-0.025952376,chain_3
-0.21144517,-0.037724044,chain_3
-0.2136873,-0.03941905,chain_3
-0.21677674,-0.028146466,chain_3
-0.2096973,-0.032676365,chain_3
-0.19435316,-0.033797536,chain_3
-0.19926848,-0.03165093,chain_3
-0.21597458,-0.035385367,chain_3
-0.21564987,-0.034951594,chain_3
-0.22625624,-0.033177074,chain_3
-0.20296623,-0.03243034,chain_3
-0.19699779,-0.034902308,chain_3
-0.20914495,-0.03246954,chain_3
-0.20064715,-0.035461523,chain_3
-0.21826114,-0.037784386,chain_3
-0.19706705,-0.03593625,chain_3
-0.19050664,-0.034108415,chain_3
-0.20435873,-0.02804593,chain_3
-0.19221027,-0.028416019,chain_3
-0.18622978,-0.04462765,chain_3
-0.18494272,-0.040212102,chain_3
-0.1729634,-0.03557771,chain_3
-0.17927666,-0.041264433,chain_3
-0.20700471,-0.029281106,chain_3
-0.20815285,-0.029220838,chain_3
-0.22361863,-0.028681213,chain_3
-0.22054899,-0.027286518,chain_3
-0.17824332,-0.03649585,chain_3
-0.19876932,-0.043339986,chain_3
-0.18491617,-0.047694936,chain_3
-0.17831886,-0.03795676,chain_3
-0.18182346,-0.044847157,chain_3
-0.17740792,-0.043798644,chain_3
-0.17524526,-0.0462648,chain_3
-0.1863909,-0.045275174,chain_3
-0.18311419,-0.037625387,chain_3
-0.20248426,-0.028639883,chain_3
-0.20239143,-0.027630107,chain_3
-0.20239143,-0.027630107,chain_3
-0.2036337,-0.022534959,chain_3
-0.22348207,-0.037378054,chain_3
-0.21872938,-0.03866294,chain_3
-0.21309397,-0.038635954,chain_3
-0.18862142,-0.028802639,chain_3
-0.18486106,-0.026875097,chain_3
-0.18846886,-0.027694598,chain_3
-0.20123115,-0.040645156,chain_3
-0.20253633,-0.03652807,chain_3
-0.20186175,-0.029902115,chain_3
-0.18436313,-0.0382119,chain_3
-0.18858345,-0.035448216,chain_3
-0.1970375,-0.035336457,chain_3
-0.18578556,-0.035740964,chain_3
-0.18578556,-0.035740964,chain_3
-0.2065825,-0.033125076,chain_3
-0.20427799,-0.029291525,chain_3
-0.2008578,-0.027193084,chain_3
-0.20644295,-0.032809652,chain_3
-0.18956709,-0.03599834,chain_3
-0.21145445,-0.04218674,chain_3
-0.20758712,-0.028932333,chain_3
-0.18913871,-0.028081957,chain_3
-0.21421185,-0.032676328,chain_3
-0.20310411,-0.04440854,chain_3
-0.21656379,-0.036148444,chain_3
-0.18975568,-0.031696673,chain_3
-0.1940956,-0.042159677,chain_3
-0.18104123,-0.04069522,chain_3
-0.19491465,-0.032904346,chain_3
-0.1948903,-0.037649184,chain_3
-0.17949063,-0.037794355,chain_3
-0.18281555,-0.036696125,chain_3
-0.19634925,-0.033738285,chain_3
-0.18061537,-0.039190345,chain_3
-0.21066809,-0.030469282,chain_3
-0.17757018,-0.03536325,chain_3
-0.17757018,-0.03536325,chain_3
-0.19324204,-0.042781807,chain_3
-0.184931,-0.029758623,chain_3
-0.19212218,-0.03517603,chain_3
-0.1942345,-0.040046975,chain_3
-0.19173136,-0.034577042,chain_3
-0.19761632,-0.031961415,chain_3
-0.20405518,-0.04187791,chain_3
-0.18387969,-0.026619287,chain_3
-0.19966498,-0.03622231,chain_3
-0.19627342,-0.046157002,chain_3
-0.20216796,-0.038451575,chain_3
-0.20173234,-0.03552673,chain_3
-0.20015973,-0.028480057,chain_3
-0.19983853,-0.027452152,chain_3
-0.19696401,-0.041127443,chain_3
-0.19019054,-0.03970126,chain_3
-0.19759601,-0.029845545,chain_3
-0.18932007,-0.03248872,chain_3
-0.20886388,-0.03312343,chain_3
-0.19140606,-0.032268196,chain_3
-0.195983,-0.03567638,chain_3
-0.1945119,-0.033571113,chain_3
-0.20161776,-0.031204697,chain_3
-0.2108086,-0.033667393,chain_3
-0.21455222,-0.033617705,chain_3
-0.21455222,-0.033617705,chain_3
-0.19540448,-0.026661558,chain_3
-0.20453838,-0.035292313,chain_3
-0.18516457,-0.034557465,chain_3
-0.19404843,-0.03271086,chain_3
-0.20196098,-0.04265937,chain_3
-0.20725542,-0.031601906,chain_3
-0.18794593,-0.03049739,chain_3
-0.18541893,-0.038312778,chain_3
-0.2024772,-0.033621088,chain_3
-0.20185834,-0.043992847,chain_3
-0.19926202,-0.030293893,chain_3
-0.18220082,-0.039456125,chain_3
-0.19506103,-0.034047604,chain_3
-0.18467659,-0.040768083,chain_3
-0.1955459,-0.031491242,chain_3
-0.19982485,-0.02922288,chain_3
-0.20654376,-0.029970946,chain_3
-0.18727827,-0.039422866,chain_3
-0.20535292,-0.029715003,chain_3
-0.22437015,-0.032846153,chain_3
-0.22227643,-0.030538682,chain_3
-0.22227643,-0.030538682,chain_3
-0.20028764,-0.028594676,chain_3
-0.18577681,-0.043926984,chain_3
-0.20034754,-0.033157103,chain_3
-0.1828147,-0.043072667,chain_3
-0.19080326,-0.033359796,chain_3
-0.18689774,-0.033782367,chain_3
-0.18187183,-0.03723608,chain_3
-0.20202366,-0.03451778,chain_3
-0.207376,-0.030967906,chain_3
-0.17471895,-0.03707328,chain_3
-0.20366669,-0.03545055,chain_3
-0.19575408,-0.035479628,chain_3
-0.18886419,-0.03900493,chain_3
-0.20893086,-0.029285364,chain_3
-0.17502066,-0.035654217,chain_3
-0.18621281,-0.04341364,chain_3
-0.21238954,-0.026498195,chain_3
-0.21466711,-0.028565653,chain_3
-0.20887928,-0.033880025,chain_3
-0.19650142,-0.037531454,chain_3
-0.19176337,-0.03433612,chain_3
-0.18830563,-0.036374524,chain_3
-0.17821348,-0.044739395,chain_3
-0.16649584,-0.03947831,chain_3
-0.19280767,-0.032819007,chain_3
-0.20132263,-0.032840595,chain_3
-0.20027652,-0.036480464,chain_3
-0.18288954,-0.034915023,chain_3
-0.20492496,-0.031385344,chain_3
-0.19880214,-0.04001168,chain_3
-0.19824392,-0.03888896,chain_3
-0.18634409,-0.04101103,chain_3
-0.18708888,-0.032626815,chain_3
-0.18606025,-0.03194047,chain_3
-0.20786753,-0.041593574,chain_3
-0.18064034,-0.028716322,chain_3
-0.17840636,-0.029393202,chain_3
-0.18711226,-0.045088127,chain_3
-0.19442657,-0.036279302,chain_3
-0.18894541,-0.024851596,chain_3
-0.19965874,-0.032411486,chain_3
-0.20479402,-0.032540336,chain_3
-0.17670575,-0.03706851,chain_3
-0.19822794,-0.03574563,chain_3
-0.18963411,-0.04089467,chain_3
-0.1900975,-0.040752467,chain_3
-0.17948927,-0.049250994,chain_3
-0.18542047,-0.030134875,chain_3
-0.18753922,-0.041547157,chain_3
-0.1892104,-0.032062173,chain_3
-0.19576463,-0.042672507,chain_3
-0.17535724,-0.033572078,chain_3
-0.22463804,-0.03690929,chain_3
-0.22555032,-0.039824426,chain_3
-0.18276733,-0.03606534,chain_3
-0.15826549,-0.041444838,chain_3
-0.22270824,-0.030795364,chain_3
-0.18684904,-0.042112313,chain_3
-0.18857595,-0.042800356,chain_3
-0.1879751,-0.035988696,chain_3
-0.20555465,-0.032661844,chain_3
-0.21144582,-0.038728416,chain_3
-0.20768838,-0.03217123,chain_3
-0.2163433,-0.028132953,chain_3
-0.16582684,-0.04203006,chain_3
-0.1666445,-0.040699612,chain_3
-0.16871302,-0.045092057,chain_3
-0.17191552,-0.042695552,chain_3
-0.21022014,-0.029062504,chain_3
-0.16799791,-0.044694867,chain_3
-0.1847843,-0.03319981,chain_3
-0.20012525,-0.037903283,chain_3
-0.17889269,-0.034664482,chain_3
-0.18947355,-0.04089421,chain_3
-0.18188885,-0.034895487,chain_3
-0.20753135,-0.03540764,chain_3
-0.19499223,-0.02687071,chain_3
-0.1874627,-0.036867775,chain_3
-0.17857958,-0.03207341,chain_3
-0.17288034,-0.03448941,chain_3
-0.20551386,-0.038478527,chain_3
-0.19213697,-0.034580994,chain_3
-0.19962646,-0.030230278,chain_3
-0.19735551,-0.038205862,chain_3
-0.2003733,-0.039331898,chain_3
-0.18324697,-0.031127866,chain_3
-0.1626354,-0.03855341,chain_3
-0.17250837,-0.03240791,chain_3
-0.16795313,-0.033764955,chain_3
-0.18463035,-0.03390781,chain_3
-0.1858874,-0.034137502,chain_3
-0.18890746,-0.03998082,chain_3
-0.21022424,-0.03211721,chain_3
-0.21022424,-0.03211721,chain_3
-0.18657516,-0.03018085,chain_3
-0.18836993,-0.038054876,chain_3
-0.18200128,-0.037396353,chain_3
-0.17620957,-0.041654836,chain_3
-0.18734415,-0.039860487,chain_3
-0.20462975,-0.040046442,chain_3
-0.204541,-0.0429724,chain_3
-0.1934657,-0.030936524,chain_3
-0.19289239,-0.039998226,chain_3
-0.19483124,-0.035365514,chain_3
-0.20158786,-0.02690608,chain_3
-0.2131054,-0.038461965,chain_3
-0.19182144,-0.026048675,chain_3
-0.19341594,-0.024890015,chain_3
-0.19940639,-0.042071123,chain_3
-0.19840284,-0.0349007,chain_3
-0.20530862,-0.03472687,chain_3
-0.19277516,-0.03513456,chain_3
-0.18539962,-0.040257286,chain_3
-0.2028776,-0.04394155,chain_3
-0.18999688,-0.035709936,chain_3
-0.20129402,-0.036124606,chain_3
-0.18907845,-0.03188481,chain_3
-0.19164735,-0.037476316,chain_3
-0.19410795,-0.048745263,chain_3
-0.17719264,-0.035440028,chain_3
-0.19891529,-0.042852305,chain_3
-0.19604255,-0.034781523,chain_3
-0.18833871,-0.037217803,chain_3
-0.19879414,-0.039441034,chain_3
-0.18921058,-0.036684982,chain_3
-0.18765603,-0.037228223,chain_3
-0.18256502,-0.041841194,chain_3
-0.19344845,-0.03619201,chain_3
-0.20537135,-0.028571654,chain_3
-0.21065894,-0.02339426,chain_3
-0.21657689,-0.03646164,chain_3
-0.20856465,-0.037086777,chain_3
-0.19167528,-0.028964069,chain_3
-0.1987461,-0.038630884,chain_3
-0.18878603,-0.034284577,chain_3
-0.20866291,-0.033570215,chain_3
-0.19613166,-0.042665627,chain_3
-0.1910055,-0.037228096,chain_3
-0.19379166,-0.029247843,chain_3
-0.21555056,-0.03711915,chain_3
-0.17028923,-0.036129307,chain_3
-0.18107104,-0.04427677,chain_3
-0.19307013,-0.040048905,chain_3
-0.18980543,-0.03287912,chain_3
-0.20239708,-0.033323772,chain_3
-0.20484339,-0.041897986,chain_3
-0.19560313,-0.04311509,chain_3
-0.20080186,-0.03723291,chain_3
-0.18190785,-0.034150463,chain_3
-0.18086769,-0.040205613,chain_3
-0.20260379,-0.032429066,chain_3
-0.17597991,-0.040068973,chain_3
-0.17899583,-0.036495782,chain_3
-0.18054691,-0.03389334,chain_3
-0.21048498,-0.032063935,chain_3
-0.21151586,-0.0315454,chain_3
-0.20342048,-0.03632023,chain_3
-0.18057548,-0.030935355,chain_3
-0.19892167,-0.031390168,chain_3
-0.18597102,-0.03248914,chain_3
-0.19664133,-0.04050872,chain_3
-0.18334709,-0.04032228,chain_3
-0.17294712,-0.042158283,chain_3
-0.1746802,-0.046034876,chain_3
-0.23640805,-0.028794007,chain_3
-0.19469096,-0.032822955,chain_3
-0.19822548,-0.034740604,chain_3
-0.20395416,-0.033685204,chain_3
-0.19051552,-0.03847849,chain_3
-0.18641432,-0.035847392,chain_3
-0.19672047,-0.028748283,chain_3
-0.19811617,-0.03263124,chain_3
-0.2122812,-0.03310561,chain_3
-0.1741739,-0.042115558,chain_3
-0.20206909,-0.031336665,chain_3
-0.19667727,-0.029910533,chain_3
-0.19803144,-0.04779488,chain_3
-0.19374052,-0.047032718,chain_3
-0.17827645,-0.04758133,chain_3
-0.17878397,-0.050481103,chain_3
-0.17403129,-0.053787135,chain_3
-0.17906736,-0.043529302,chain_3
-0.1905461,-0.03604614,chain_3
-0.18357232,-0.0363845,chain_3
-0.18563002,-0.036935303,chain_3
-0.18019846,-0.041890502,chain_3
-0.18502425,-0.032512933,chain_3
-0.18522015,-0.03424437,chain_3
-0.18706656,-0.024196832,chain_3
-0.1830584,-0.02103955,chain_3
-0.17108834,-0.036446895,chain_3
-0.16957903,-0.044153944,chain_3
-0.16775031,-0.046471346,chain_3
-0.16551732,-0.038683653,chain_3
-0.16551732,-0.038683653,chain_3
-0.16527419,-0.032123696,chain_3
-0.16852166,-0.022602964,chain_3
-0.20188837,-0.06026386,chain_3
-0.21420252,-0.046564497,chain_3
-0.17325653,-0.033790898,chain_3
-0.2156562,-0.039414976,chain_3
-0.19199835,-0.028284715,chain_3
-0.18843558,-0.044266146,chain_3
-0.17017078,-0.040781576,chain_3
-0.20921816,-0.026627123,chain_3
-0.20208068,-0.039783623,chain_3
-0.19614813,-0.038804874,chain_3
-0.1906913,-0.030976208,chain_3
-0.19244613,-0.02656784,chain_3
-0.21121863,-0.04445171,chain_3
-0.21248427,-0.026476186,chain_3
-0.19916208,-0.039067127,chain_3
-0.2010749,-0.041282494,chain_3
-0.19842108,-0.030723194,chain_3
-0.21481466,-0.03520462,chain_3
-0.20833877,-0.03235477,chain_3
-0.19747674,-0.028066177,chain_3
-0.18714923,-0.039834943,chain_3
-0.1830082,-0.040185057,chain_3
-0.19907792,-0.03881907,chain_3
-0.1980768,-0.031753056,chain_3
-0.21044156,-0.033035126,chain_3
-0.18649505,-0.03510454,chain_3
-0.18852063,-0.040142804,chain_3
-0.18355687,-0.040991973,chain_3
-0.20453021,-0.032922685,chain_3
-0.18932694,-0.037846338,chain_3
-0.18675266,-0.039364953,chain_3
-0.18907094,-0.033943895,chain_3
-0.19101349,-0.032990403,chain_3
-0.19769455,-0.04302231,chain_3
-0.19116265,-0.037515257,chain_3
-0.18517792,-0.035577506,chain_3
-0.18537107,-0.04118736,chain_3
-0.18474805,-0.043915536,chain_3
-0.19018367,-0.04250805,chain_3
-0.19725162,-0.028883638,chain_3
-0.19624962,-0.030366693,chain_3
-0.19632478,-0.02705416,chain_3
-0.2173508,-0.03487469,chain_3
-0.19107181,-0.02852196,chain_3
-0.19785114,-0.040557917,chain_3
-0.17700921,-0.041368913,chain_3
-0.18172894,-0.036469407,chain_3
-0.18189265,-0.03407876,chain_3
-0.20254101,-0.038164806,chain_3
-0.19232355,-0.03612504,chain_3
-0.18227424,-0.0467346,chain_3
-0.18097648,-0.031695344,chain_3
-0.20659176,-0.03471577,chain_3
-0.1893676,-0.022434473,chain_3
-0.20505595,-0.039685465,chain_3
-0.19919682,-0.04525511,chain_3
-0.19147897,-0.02503271,chain_3
-0.18871866,-0.026826773,chain_3
-0.17358935,-0.04177622,chain_3
-0.18968445,-0.033319082,chain_3
-0.19977914,-0.031515807,chain_3
-0.21414323,-0.034526873,chain_3
-0.19315661,-0.028674487,chain_3
-0.19348837,-0.03348633,chain_3
-0.18648079,-0.04019638,chain_3
-0.1841455,-0.041602504,chain_3
-0.19851723,-0.030192342,chain_3
-0.18724933,-0.041016527,chain_3
-0.19364443,-0.03615783,chain_3
-0.18268412,-0.03860261,chain_3
-0.1789995,-0.04513882,chain_3
-0.20109554,-0.030563328,chain_3
-0.19871242,-0.040902946,chain_3
